company,title,location,url,posted_at,first_seen,days_open,focus,ats,segment,state,tier,job_key
SmartRent,Senior Software Engineer,"Phoenix, AZ",https://smartrent.com/careers/apply/software-engineering/senior-software-engineer-6192943004/?gh_jid=6192943004/,,2026-09-23,0,eng,greenhouse,Smart Home / Multifamily IoT,Arizona,A,greenhouse:smartrent:6192943004
